n;empresa;score;url_contacto;mensaje;demo_url;slug;lead_id;email;web
"76";"Construcciones J.D.M.";"9";"https://construccionesjdm.com/contacto/";"";"https://presupuestos.nico-soto.es/demo/construcciones-jdm";"construcciones-jdm";"2201dad4-78d1-444b-9f65-85527f6581fa";"construccionesj.d.m@hotmail.com";"https://construccionesjdm.com/"
"77";"Quality Reform";"8.5";"http://qualityreform.com/contacto/";"";"https://presupuestos.nico-soto.es/demo/quality-reform";"quality-reform";"6eab606f-ef70-4c76-837f-8abd436c32b6";"info@qualityreform.com";"http://qualityreform.com/"
"78";"IRC Service";"8.5";"https://reformasentorrejon.com/";"";"https://presupuestos.nico-soto.es/demo/irc-service";"irc-service";"b926be5b-c664-41a4-9f83-1fe7d5d83561";"info@ircservice.es";"https://reformasentorrejon.com/"
"79";"Sigueplac SGP Home";"8.5";"https://sigueplac.com/contacto/";"";"https://presupuestos.nico-soto.es/demo/sigueplac";"sigueplac";"ebb6e5b1-0ca7-49aa-850c-f86eb41df383";"sigueplac@sigueplac.com";"https://sigueplac.com/"
"80";"Reformas Vegam";"8.5";"https://www.reformasvegam.es/contacto";"";"https://presupuestos.nico-soto.es/demo/reformas-vegam";"reformas-vegam";"5a57cef9-75bb-4bf3-bcf4-ce791fe3748c";"roniegio9@hotmail.com";"https://www.reformasvegam.es/"
"81";"Refordomus Obras y Servicios";"8.5";"https://refordomus.es/contacto/";"";"https://presupuestos.nico-soto.es/demo/refordomus";"refordomus";"59949f2c-29d9-474b-b132-e639c6515c7e";"info@refordomus.es";"https://refordomus.es/"
"82";"Rehabiliti";"8.5";"https://rehabiliti.com/contacto/";"";"https://presupuestos.nico-soto.es/demo/rehabiliti";"rehabiliti";"532e2b48-6c72-46c6-997c-3fb9294105f7";"reformas@rehabiliti.com";"https://rehabiliti.com/"
"83";"ReformaX";"8.5";"https://reformax.es/solicitud-presupuesto-reforma";"";"https://presupuestos.nico-soto.es/demo/reformax";"reformax";"fe4f22fe-c7e9-4cc4-93e2-1781871aa32c";"info@reformax.es";"https://reformax.es/"
"84";"Spacioh";"8.5";"https://spacioh.com/contacto/";"";"https://presupuestos.nico-soto.es/demo/spacioh";"spacioh";"632e3660-aa63-4c74-8601-34f2bd1b12f8";"info@spacioh.com";"https://spacioh.com/"
"85";"Reformas Europa";"8.5";"https://www.reformaseuropa.es/presupuesto-gratuito-para-reformas-en-torrejon-de-ardoz-y-madrid/";"";"https://presupuestos.nico-soto.es/demo/reformas-europa";"reformas-europa";"353183ca-3b8e-4176-9ddd-f2fa76c4fd38";"reformas@reformaseuropa.es";"https://www.reformaseuropa.es/"
"86";"Reformas Integrales DecoJust";"8";"https://decojust.es/contacto/";"";"https://presupuestos.nico-soto.es/demo/decojust";"decojust";"cacca187-12e7-4785-bb34-0bda186d27ff";"info@decojust.es";"https://decojust.es/"
"87";"Juropa Reformas";"8";"https://www.juropareformas.es/es/contacto";"";"https://presupuestos.nico-soto.es/demo/juropa";"juropa";"100133fd-25ed-4d76-b13c-f2e89ccce0c3";"contacto@juropareformas.es";"https://www.juropareformas.es/"
"88";"Fusión Reformas";"8";"https://fusionreformas.com/contacto/";"";"https://presupuestos.nico-soto.es/demo/fusion-reformas";"fusion-reformas";"c558b8c5-7f7f-4f4a-8689-8085ec0740e2";"info@fusionreformas.com";"https://fusionreformas.com/"
"89";"Gesamarcos";"8";"https://www.gesamarcos.es/contacto";"";"https://presupuestos.nico-soto.es/demo/gesamarcos";"gesamarcos";"373e2880-5dc0-458a-9081-92be8a9d21c1";"info@gesamarcos.es";"https://www.gesamarcos.es/"
"90";"AreaReforma";"8";"https://areareforma.com/";"";"https://presupuestos.nico-soto.es/demo/areareforma";"areareforma";"e2688a75-7896-4e88-a8e4-b06ab1f78c64";"hectorpelliteri@gmail.com";"https://areareforma.com/"
"91";"Reformas Sucon";"8";"https://reformassucon.com/";"";"https://presupuestos.nico-soto.es/demo/reformas-sucon";"reformas-sucon";"e4bb593e-7dde-41f5-aee1-bb238225c831";"suconreformas@gmail.com";"https://reformassucon.com/"
"92";"Midan Home";"8";"https://reformasmidanhome.com/contacto/";"";"https://presupuestos.nico-soto.es/demo/midan-home";"midan-home";"6f806705-d9a8-4211-87b5-e73afc340e74";"midanhome@gmail.com";"https://reformasmidanhome.com/"
"93";"HomeTailor";"8";"https://hometailor.es/contacto/";"";"https://presupuestos.nico-soto.es/demo/hometailor";"hometailor";"8df91df0-d97e-41b0-9b93-fc648fa6d3f0";"info@hometailor.es";"https://hometailor.es/"
"94";"Integral DGM";"8";"https://reformainterior.es/contacto/";"";"https://presupuestos.nico-soto.es/demo/integral-dgm";"integral-dgm";"83e718c0-77bf-4d0e-9024-5de819b584a9";"info@reformainterior.es";"https://reformainterior.es/"
"95";"Waris Reformas";"8";"https://warisreformas.com/contacto/";"";"https://presupuestos.nico-soto.es/demo/waris-reformas";"waris-reformas";"0b44d65d-4b8b-490b-ae0e-54f8ebaa7943";"comercial@waris.es";"https://warisreformas.com/"
"96";"Construpolis";"8";"https://construpolis.net/contacta/";"";"https://presupuestos.nico-soto.es/demo/construpolis";"construpolis";"cd7958a2-12ba-439f-9739-a97db4e5beb7";"contacto@construpolis.net";"https://construpolis.net/"
"97";"Narvoa Construcciones";"8";"https://narvoa.com/pide-tu-presupuesto/";"";"https://presupuestos.nico-soto.es/demo/narvoa";"narvoa";"79eef5a0-7b98-40e5-aaea-8e38c0053541";"info@narvoa.com";"https://narvoa.com/"
"98";"Reformas Torrejón de Ardoz";"7.5";"https://reformastorrejondeardoz.com/";"";"https://presupuestos.nico-soto.es/demo/reformas-torrejon";"reformas-torrejon";"78de5ea4-79f2-4cfb-bd95-a2068420853b";"farkascsabaciprian@gmail.com";"https://reformastorrejondeardoz.com/"
"99";"Jukave Construcciones y Reformas";"7.5";"https://cys-construccionesyreformasjukave.com/";"";"https://presupuestos.nico-soto.es/demo/jukave";"jukave";"b9d24946-9eca-4f5e-9216-6b7ecf8036e7";"construccionesyreformasjukave@gmail.com";"https://cys-construccionesyreformasjukave.com/"
"100";"Cocinas y Reformas Plaza";"7.5";"https://cocinasyreformasplaza.com/cocinasyreformasplaza-contacto.html";"";"https://presupuestos.nico-soto.es/demo/cocinas-plaza";"cocinas-plaza";"5a908018-237a-40d6-a3a0-9d1c370e3c2a";"incaserslu@gmail.com";"https://cocinasyreformasplaza.com/"
"101";"Caldisban";"7.5";"http://www.caldisban.com/";"";"https://presupuestos.nico-soto.es/demo/caldisban";"caldisban";"7939c88c-8ce6-44de-82e6-d069f8435811";"alcobendas@caldisban.com";"http://www.caldisban.com/"
"102";"Pro Reforma";"7.5";"https://www.proreforma.es/contacto";"";"https://presupuestos.nico-soto.es/demo/pro-reforma";"pro-reforma";"8374d6ae-2ece-41b3-9243-156e96dec34e";"daniel@proreforma.es";"https://www.proreforma.es/"
